t_ve=9ms ve_width=54.92 ve_tc=56.4030
tc_greedy=59.9359 tc_ve=53.9336 best_seed=53.9336 t=566ms
t=693ms tc=53.2192
t=13562ms tc=37.1840
t=13698ms tc=37.1840
t=13822ms tc=37.1840
t=14011ms tc=37.1840
t=14315ms tc=37.1839
t=14448ms tc=37.1839
t=14746ms tc=37.1839
t=14883ms tc=37.1839
t=15013ms tc=37.1839
t=15250ms tc=37.1839
t=16923ms tc=35.6018
t=17088ms tc=35.5422
t=17255ms tc=35.2484
t=17412ms tc=34.9233
t=17573ms tc=34.6242
t=17735ms tc=34.5991
t=17899ms tc=34.5912
t=18080ms tc=34.5264
t=18238ms tc=34.5104
t=18406ms tc=34.4585
t=18687ms tc=34.4415
t=18858ms tc=34.3970
t=19023ms tc=34.3938
t=19190ms tc=34.3800
t=19351ms tc=34.3569
t=19687ms tc=34.3374
t=19868ms tc=34.3075
t=20141ms tc=34.0672
t=20340ms tc=33.9980
t=20539ms tc=33.9393
t=20718ms tc=33.9206
t=20921ms tc=33.9105
t=21103ms tc=33.8653
t=21288ms tc=33.7787
t=21690ms tc=33.7480
t=21872ms tc=33.6490
t=22071ms tc=33.5698
t=22253ms tc=33.2121
t=22434ms tc=33.0992
t=22693ms tc=33.0982
t=22863ms tc=33.0916
t=23033ms tc=32.9222
t=23223ms tc=32.9144
t=23399ms tc=32.8267
t=23697ms tc=32.7913
t=23880ms tc=32.7121
t=24066ms tc=32.6991
t=24231ms tc=32.6926
t=24688ms tc=32.6374
t=24867ms tc=32.5908
t=25064ms tc=32.5498
t=25252ms tc=32.5265
t=25466ms tc=32.4129
t=25700ms tc=32.4110
t=25920ms tc=32.3831
t=26109ms tc=32.3802
t=26302ms tc=32.3558
t=26700ms tc=32.3262
t=26902ms tc=32.2964
t=27089ms tc=32.2585
t=27275ms tc=32.2207
t=27691ms tc=32.1932
t=27870ms tc=32.1865
t=28047ms tc=32.1794
t=28232ms tc=32.1695
t=28416ms tc=32.1258
t=28699ms tc=32.1191
t=28919ms tc=32.1117
t=29119ms tc=32.1018
t=29294ms tc=32.0834
t=29688ms tc=32.0333
t=29877ms tc=32.0188
t=30075ms tc=31.9932
t=30246ms tc=31.9587
t=30438ms tc=31.8769
t=30696ms tc=31.8760
t=31183ms tc=31.8620
t=31352ms tc=31.8248
t=31562ms tc=31.8012
t=31788ms tc=31.7969
t=31957ms tc=31.7926
t=32216ms tc=31.7904
t=32437ms tc=31.7741
t=32781ms tc=31.7641
t=33050ms tc=31.7493
t=33217ms tc=31.7488
t=33422ms tc=31.7478
t=33589ms tc=31.7353
t=33753ms tc=31.7246
t=33920ms tc=31.7241
t=34111ms tc=31.7022
t=34268ms tc=31.6988
t=34453ms tc=31.6960
t=34690ms tc=31.6928
t=34861ms tc=31.6924
t=35055ms tc=31.6864
t=35217ms tc=31.6854
t=35379ms tc=31.6772
t=35687ms tc=31.6745
t=35862ms tc=31.6735
t=36030ms tc=31.6733
t=36198ms tc=31.6681
t=37194ms tc=31.6671
t=37370ms tc=31.6666
t=37523ms tc=31.6641
t=37802ms tc=31.6589
t=40096ms tc=31.4985
t=40311ms tc=31.4671
t=40546ms tc=31.4120
t=40754ms tc=31.3664
t=40954ms tc=31.3324
t=41150ms tc=31.2503
t=41340ms tc=31.1782
t=41692ms tc=31.1359
t=41903ms tc=31.1310
t=42166ms tc=31.1197
t=42370ms tc=31.1063
t=42692ms tc=31.1002
t=42897ms tc=31.0782
t=43110ms tc=31.0537
t=43335ms tc=31.0117
t=43689ms tc=30.9079
t=43893ms tc=30.9079
t=44090ms tc=30.9064
t=44273ms tc=30.8490
t=44463ms tc=30.8450
t=44700ms tc=30.8369
t=44898ms tc=30.8132
t=45143ms tc=30.7765
t=45329ms tc=30.7609
t=45695ms tc=30.7269
t=45914ms tc=30.7214
t=46095ms tc=30.7116
t=46691ms tc=30.7070
t=46877ms tc=30.7025
t=47059ms tc=30.6997
t=47835ms tc=30.6964
t=48022ms tc=30.6805
t=48694ms tc=30.6732
t=49013ms tc=30.6696
t=49847ms tc=30.6653
t=50026ms tc=30.6563
t=50690ms tc=30.6530
t=50873ms tc=30.6231
t=51680ms tc=30.6221
t=51970ms tc=30.6220
t=52706ms tc=30.6209
t=52904ms tc=30.6201
t=53066ms tc=30.6181
t=53700ms tc=30.6180
t=53959ms tc=30.6172
t=54699ms tc=30.6162
t=54871ms tc=30.5898
t=55698ms tc=30.5851
t=55857ms tc=30.5840
t=56018ms tc=30.5796
t=56695ms tc=30.5687
t=56857ms tc=30.5677
t=57695ms tc=30.5646
t=57908ms tc=30.5630
t=58694ms tc=30.5627
t=58858ms tc=30.5627
t=59687ms tc=30.5616
t=59872ms tc=30.5607
t=60097ms tc=30.5579
t=60692ms tc=30.5579
t=60860ms tc=30.5561
t=61689ms tc=30.5551
t=61882ms tc=30.5535
t=62060ms tc=30.5507
t=62698ms tc=30.5462
t=62875ms tc=30.5435
t=63700ms tc=30.5418
t=63908ms tc=30.5408
t=64691ms tc=30.5398
t=64931ms tc=30.5389
t=65089ms tc=30.5388
t=65702ms tc=30.5388
t=65925ms tc=30.5373
t=66692ms tc=30.5349
t=66956ms tc=30.5345
t=67703ms tc=30.5343
t=70692ms tc=30.5319
t=70864ms tc=30.5312
t=71694ms tc=30.5210
t=71869ms tc=30.5187
t=72700ms tc=30.5115
t=72876ms tc=30.5114
t=73701ms tc=30.5078
t=73894ms tc=30.5068
t=74691ms tc=30.5068
t=74875ms tc=30.5049
t=75697ms tc=30.5044
t=76696ms tc=30.5037
t=76900ms tc=30.5029
t=77701ms tc=30.5027
t=77886ms tc=30.5023
t=78696ms tc=30.5004
t=78870ms tc=30.5004
t=79691ms tc=30.5003
t=80111ms tc=30.5003
t=84276ms tc=30.4912
t=84694ms tc=30.4911
t=84876ms tc=30.4910
t=85686ms tc=30.4910
t=85851ms tc=30.4909
t=86691ms tc=30.4909
t=87017ms tc=30.4909
t=87694ms tc=30.4899
anneal_sweeps=9501 cycles=5 fresh=0
t_final=87696ms tc_final=30.4899 ve_fits=true
