t_ve=6ms ve_width=54.92 ve_tc=56.4030
tc_greedy=66.9673 tc_ve=53.9339 best_seed=53.9339 t=383ms
t=497ms tc=53.5761
t=37467ms tc=36.2179
t=37611ms tc=36.1568
t=37738ms tc=36.1418
t=38335ms tc=36.0846
t=38459ms tc=36.0499
t=38579ms tc=36.0084
t=39320ms tc=35.9479
t=39449ms tc=35.8956
t=39625ms tc=35.6441
t=40320ms tc=35.6201
t=40460ms tc=35.6170
t=40607ms tc=35.5358
t=40756ms tc=35.4515
t=41322ms tc=35.4254
t=41450ms tc=35.4160
t=41599ms tc=35.3361
t=42325ms tc=35.3303
t=42469ms tc=35.2431
t=42623ms tc=35.2395
t=42788ms tc=35.1236
t=43324ms tc=35.0929
t=43495ms tc=35.0473
t=43671ms tc=34.9435
t=43838ms tc=34.8936
t=44007ms tc=34.7354
t=44331ms tc=34.4691
t=44498ms tc=34.4020
t=44659ms tc=34.3751
t=44817ms tc=34.3672
t=44991ms tc=34.3232
t=45331ms tc=34.2898
t=45505ms tc=34.2340
t=45678ms tc=34.1546
t=45853ms tc=34.0937
t=46021ms tc=34.0529
t=46336ms tc=33.9749
t=46500ms tc=33.8723
t=46673ms tc=33.8162
t=46872ms tc=33.7806
t=47325ms tc=33.6854
t=47479ms tc=33.6652
t=47629ms tc=33.5612
t=47779ms tc=33.4894
t=47927ms tc=33.4545
t=48081ms tc=33.4458
t=48335ms tc=33.4278
t=48519ms tc=33.3465
t=48698ms tc=33.3313
t=48913ms tc=33.3244
t=49106ms tc=33.2755
t=49333ms tc=33.2677
t=49498ms tc=33.2580
t=49694ms tc=33.2206
t=49892ms tc=33.1923
t=50062ms tc=33.1737
t=50333ms tc=33.1620
t=50534ms tc=33.1544
t=50681ms tc=33.1439
t=50844ms tc=33.1172
t=51062ms tc=33.1104
t=51325ms tc=33.0906
t=51489ms tc=33.0799
t=51664ms tc=33.0480
t=51820ms tc=33.0388
t=51990ms tc=33.0271
t=52136ms tc=33.0268
t=52343ms tc=33.0226
t=52491ms tc=33.0208
t=52648ms tc=32.9817
t=52811ms tc=32.9431
t=53323ms tc=32.8522
t=53484ms tc=32.8485
t=53644ms tc=32.8370
t=53808ms tc=32.8367
t=53980ms tc=32.8231
t=54152ms tc=32.8111
t=54375ms tc=32.8061
t=54585ms tc=32.8028
t=54741ms tc=32.8026
t=54942ms tc=32.7893
t=55133ms tc=32.7629
t=55332ms tc=32.7609
t=55499ms tc=32.6829
t=55669ms tc=32.4492
t=55832ms tc=32.4169
t=55990ms tc=32.2620
t=56329ms tc=32.2433
t=56484ms tc=32.2157
t=56665ms tc=32.1591
t=56829ms tc=32.1120
t=57005ms tc=32.0727
t=57330ms tc=32.0694
t=57479ms tc=32.0671
t=57636ms tc=32.0624
t=57793ms tc=32.0485
t=57972ms tc=31.9734
t=58326ms tc=31.9268
t=58486ms tc=31.8601
t=58642ms tc=31.7019
t=58798ms tc=31.6950
t=58972ms tc=31.6470
t=59129ms tc=31.5141
t=59335ms tc=31.4475
t=59503ms tc=31.4371
t=59664ms tc=31.3890
t=59812ms tc=31.3565
t=59972ms tc=31.3564
t=60332ms tc=31.3199
t=60496ms tc=31.3154
t=60661ms tc=31.3114
t=60827ms tc=31.2284
t=60982ms tc=31.2139
t=61334ms tc=31.2031
t=61505ms tc=31.1757
t=61675ms tc=31.1445
t=61835ms tc=31.1270
t=61989ms tc=31.1235
t=62329ms tc=31.0957
t=62488ms tc=31.0807
t=62640ms tc=31.0768
t=62788ms tc=31.0757
t=62943ms tc=31.0700
t=63112ms tc=31.0694
t=63336ms tc=31.0344
t=63564ms tc=31.0341
t=63720ms tc=31.0298
t=63895ms tc=31.0187
t=64065ms tc=30.9969
t=64338ms tc=30.9902
t=64493ms tc=30.9889
t=64663ms tc=30.9728
t=64826ms tc=30.9709
t=65333ms tc=30.9653
t=65501ms tc=30.9564
t=65758ms tc=30.9481
t=65919ms tc=30.9466
t=66084ms tc=30.9409
t=66340ms tc=30.9357
t=66601ms tc=30.9265
t=66808ms tc=30.9258
t=66992ms tc=30.9249
t=67315ms tc=30.9239
t=67507ms tc=30.9232
t=67673ms tc=30.9223
t=68161ms tc=30.9203
t=68344ms tc=30.9203
t=68550ms tc=30.7718
t=68725ms tc=30.7584
t=68900ms tc=30.7575
t=69071ms tc=30.7567
t=69335ms tc=30.7566
t=69572ms tc=30.7563
t=69876ms tc=30.7563
t=72396ms tc=30.7474
t=72680ms tc=30.7196
t=72851ms tc=30.7089
t=73014ms tc=30.6940
t=73348ms tc=30.6837
t=73508ms tc=30.6758
t=73669ms tc=30.6645
t=73841ms tc=30.6496
t=74078ms tc=30.6462
t=74326ms tc=30.6377
t=74604ms tc=30.6337
t=74765ms tc=30.6323
t=74953ms tc=30.6277
t=75180ms tc=30.6170
t=75354ms tc=30.6149
t=75537ms tc=30.6140
t=75751ms tc=30.5971
t=76133ms tc=30.5928
t=76288ms tc=30.5924
t=76612ms tc=30.5904
t=76768ms tc=30.5744
t=77162ms tc=30.5713
t=77349ms tc=30.5657
t=77503ms tc=30.5655
t=77733ms tc=30.5629
t=77899ms tc=30.5615
t=78483ms tc=30.5615
t=78907ms tc=30.5521
t=79070ms tc=30.5501
t=79232ms tc=30.5494
t=79385ms tc=30.5483
t=79539ms tc=30.5475
t=79687ms tc=30.5474
t=79898ms tc=30.5474
t=80063ms tc=30.5463
t=80325ms tc=30.5454
t=80474ms tc=30.5454
t=80627ms tc=30.5454
t=80775ms tc=30.5453
t=80938ms tc=30.5453
t=81097ms tc=30.5453
anneal_sweeps=6059 cycles=4 fresh=0
t_final=87299ms tc_final=30.5453 ve_fits=true
