t_ve=6ms ve_width=45.34 ve_tc=45.9388
tc_greedy=51.9327 tc_ve=45.9388 best_seed=45.9388 t=317ms
t=996ms tc=45.5459
t=31651ms tc=28.0691
t=33013ms tc=27.9650
t=33186ms tc=27.8592
t=33390ms tc=27.8589
t=33543ms tc=27.7979
t=33732ms tc=27.7812
t=33969ms tc=27.7737
t=34172ms tc=27.7703
t=34319ms tc=27.7581
t=34457ms tc=27.7260
t=34598ms tc=27.6704
t=34813ms tc=27.5309
t=34946ms tc=27.4008
t=35123ms tc=27.3562
t=35267ms tc=27.2973
t=35410ms tc=27.2698
t=35589ms tc=27.2314
t=35742ms tc=27.2040
t=35916ms tc=27.1679
t=36046ms tc=27.1353
t=36185ms tc=27.0842
t=36321ms tc=26.9884
t=36587ms tc=26.9364
t=36724ms tc=26.9094
t=36880ms tc=26.8743
t=37035ms tc=26.8641
t=37172ms tc=26.8505
t=37330ms tc=26.8384
t=37586ms tc=26.8347
t=37718ms tc=26.8062
t=37862ms tc=26.8041
t=38006ms tc=26.8028
t=38141ms tc=26.7997
t=38284ms tc=26.7896
t=38586ms tc=26.7701
t=38803ms tc=26.7668
t=38932ms tc=26.7425
t=39069ms tc=26.7407
t=39206ms tc=26.7334
t=39348ms tc=26.7257
t=39591ms tc=26.7092
t=39739ms tc=26.6590
t=39878ms tc=26.6158
t=40015ms tc=26.6003
t=40147ms tc=26.5996
t=40310ms tc=26.5596
t=40585ms tc=26.5572
t=40719ms tc=26.5347
t=40850ms tc=26.5267
t=40985ms tc=26.5262
t=41129ms tc=26.5222
t=41270ms tc=26.3980
t=41585ms tc=26.3883
t=41745ms tc=26.3692
t=41879ms tc=26.3533
t=42009ms tc=26.3412
t=42137ms tc=26.3364
t=42272ms tc=26.3266
t=42406ms tc=26.3197
t=42588ms tc=26.3148
t=42726ms tc=26.2327
t=42866ms tc=26.2302
t=43000ms tc=26.1892
t=43132ms tc=26.1488
t=43258ms tc=26.1293
t=43587ms tc=26.1281
t=43742ms tc=26.1162
t=43875ms tc=26.0852
t=44007ms tc=26.0719
t=44134ms tc=26.0543
t=44264ms tc=26.0495
t=44584ms tc=26.0379
t=44715ms tc=26.0081
t=44851ms tc=25.9860
t=44992ms tc=25.9822
t=45127ms tc=25.9813
t=45267ms tc=25.9803
t=45586ms tc=25.9721
t=45868ms tc=25.9643
t=46007ms tc=25.9618
t=46143ms tc=25.9561
t=46283ms tc=25.9554
t=46466ms tc=25.9454
t=46598ms tc=25.9365
t=46739ms tc=25.9364
t=46878ms tc=25.9362
t=47187ms tc=25.9311
t=47665ms tc=25.9310
t=47845ms tc=25.9270
t=48000ms tc=25.9266
t=48162ms tc=25.9247
t=48316ms tc=25.9221
t=48459ms tc=25.9190
t=48869ms tc=25.9128
t=49015ms tc=25.9127
t=49161ms tc=25.9127
t=49318ms tc=25.9096
t=51982ms tc=25.9067
t=52135ms tc=25.9038
t=52303ms tc=25.8839
t=52530ms tc=25.8818
t=52679ms tc=25.8811
t=52861ms tc=25.8754
t=53020ms tc=25.8533
t=53185ms tc=25.8532
t=53338ms tc=25.8454
t=53478ms tc=25.8292
t=53719ms tc=25.8284
t=53893ms tc=25.8169
t=54039ms tc=25.8085
t=54216ms tc=25.8081
t=54359ms tc=25.8054
t=54707ms tc=25.7932
t=54853ms tc=25.7894
t=55007ms tc=25.7854
t=55481ms tc=25.7832
t=55655ms tc=25.7827
t=55821ms tc=25.7774
t=55969ms tc=25.7761
t=56354ms tc=25.7754
t=56535ms tc=25.7680
t=56690ms tc=25.7653
t=56858ms tc=25.7614
t=56998ms tc=25.7609
t=57288ms tc=25.7606
t=57513ms tc=25.7599
t=57715ms tc=25.7586
t=57847ms tc=25.7554
t=57988ms tc=25.7548
t=58141ms tc=25.7539
t=58272ms tc=25.7532
t=58412ms tc=25.7494
t=58641ms tc=25.7487
t=58799ms tc=25.7484
t=58984ms tc=25.7482
t=59127ms tc=25.7482
t=59271ms tc=25.7481
t=87235ms tc=25.7478
t=87393ms tc=25.7472
anneal_sweeps=20483 cycles=11 fresh=0
t_final=87394ms tc_final=25.7472 ve_fits=true
